BTC,0,10
BTC,10,9.99969
DOGE,0,5e-09
ETH,0,0.0122818
BTC,9.99969,9.99939
DOGE,5e-09,9.99985e-09
ETH,0.0122818,0.0245631
BTC,9.99939,9.99908
DOGE,9.99985e-09,1.49995e-08
ETH,0.0245631,0.0368442
BTC,9.99908,9.99878
DOGE,1.49995e-08,1.99991e-08
ETH,0.0368442,0.0491248
BTC,9.99878,9.99848
DOGE,1.99991e-08,2.49985e-08
ETH,0.0491248,0.0614051
