ETH,BTC,0.0122818,0.5
DOGE,BTC,5e-09,0.5
ETH,BTC,0.0122814,0.499985
DOGE,BTC,4.99985e-09,0.499985
ETH,BTC,0.012281,0.499969
DOGE,BTC,4.99969e-09,0.499969
ETH,BTC,0.0122806,0.499954
DOGE,BTC,4.99954e-09,0.499954
ETH,BTC,0.0122803,0.499939
DOGE,BTC,4.99939e-09,0.499939
